row_id,label,baseline_answer,baseline_success,intermediate_answer,final_answers_json,source_layer,source_rank,source_token_text,target_layer,patched_answer,patched_success,improvement,intermediate_token_ids_json,intermediate_token_texts_json,best_ranks_json,best_logits_json,best_indices_json
2hop__33326_65517,F3_other,"A. Irma B. Maria C. Harvey D. Jose
In 2017, what was the name of the hurricane that hit the territory which has been suggested as a new addition to the United States? A. Irma B. Maria C. Harvey D. Jose
In 2017, what was the name",False,Puerto Rico,"[""Hurricane Maria""]",15,5151,Pu,6,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,False,0,"[77462, 14200, 34248]","[""Pu"", ""erto"", ""Rico""]","[35064, 16808, 43527, 62681, 48198, 101585, 72008, 52558, 26838, 41034, 46798, 66325, 55742, 67742, 22086, 5151]","[-0.70703125, 1.125, 0.00135040283203125, 0.031982421875, 1.2578125, -0.88671875, 0.08544921875, 1.078125, 2.625, 1.796875, 1.1875, -0.058349609375, 0.1455078125, -0.65234375, -1.65625, 8.8125]","[0, 1, 1, 0, 2, 2, 0, 2, 1, 1, 1, 1, 1, 0, 0, 0]"
2hop__33326_65517,F3_other,"A. Irma B. Maria C. Harvey D. Jose
In 2017, what was the name of the hurricane that hit the territory which has been suggested as a new addition to the United States? A. Irma B. Maria C. Harvey D. Jose
In 2017, what was the name",False,Puerto Rico,"[""Hurricane Maria""]",15,5151,Pu,8,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,False,0,"[77462, 14200, 34248]","[""Pu"", ""erto"", ""Rico""]","[35064, 16808, 43527, 62681, 48198, 101585, 72008, 52558, 26838, 41034, 46798, 66325, 55742, 67742, 22086, 5151]","[-0.70703125, 1.125, 0.00135040283203125, 0.031982421875, 1.2578125, -0.88671875, 0.08544921875, 1.078125, 2.625, 1.796875, 1.1875, -0.058349609375, 0.1455078125, -0.65234375, -1.65625, 8.8125]","[0, 1, 1, 0, 2, 2, 0, 2, 1, 1, 1, 1, 1, 0, 0, 0]"
3hop1__104719_66733_33264,F3_other,"The country was plunged into chaos and civil war. The Russian Empire was in ruins. The Russian Revolution was just beginning.
The Russian Revolution was a series of revolutions that took place in Russia from 1917 to 1923. The first revolution was the October Revolution of 1917, which overthrew the Russian",False,Russia,"[""the Russian Provisional Government was established.""]",15,419,Russia,2,The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The,False,0,[45606],"[""Russia""]","[71575, 69248, 49330, 3945, 3631, 17734, 58395, 44775, 48632, 30558, 57965, 12344, 4464, 868, 3544, 419]","[-2.4375, -1.3359375, 0.216796875, 2.921875, 3.484375, 2.078125, -0.01116943359375, 0.828125, 1.1171875, 2.3125, 0.125, 2.421875, 3.203125, 4.5625, 1.0859375, 12.625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3hop1__104719_66733_33264,F3_other,"The country was plunged into chaos and civil war. The Russian Empire was in ruins. The Russian Revolution was just beginning.
The Russian Revolution was a series of revolutions that took place in Russia from 1917 to 1923. The first revolution was the October Revolution of 1917, which overthrew the Russian",False,Russia,"[""the Russian Provisional Government was established.""]",15,419,Russia,4,The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The,False,0,[45606],"[""Russia""]","[71575, 69248, 49330, 3945, 3631, 17734, 58395, 44775, 48632, 30558, 57965, 12344, 4464, 868, 3544, 419]","[-2.4375, -1.3359375, 0.216796875, 2.921875, 3.484375, 2.078125, -0.01116943359375, 0.828125, 1.1171875, 2.3125, 0.125, 2.421875, 3.203125, 4.5625, 1.0859375, 12.625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3hop1__104719_66733_33264,F3_other,"The country was plunged into chaos and civil war. The Russian Empire was in ruins. The Russian Revolution was just beginning.
The Russian Revolution was a series of revolutions that took place in Russia from 1917 to 1923. The first revolution was the October Revolution of 1917, which overthrew the Russian",False,Russia,"[""the Russian Provisional Government was established.""]",15,419,Russia,6,A A A A A A A A A The A The The A A A The The The The The The The The The The The The The The The The,False,0,[45606],"[""Russia""]","[71575, 69248, 49330, 3945, 3631, 17734, 58395, 44775, 48632, 30558, 57965, 12344, 4464, 868, 3544, 419]","[-2.4375, -1.3359375, 0.216796875, 2.921875, 3.484375, 2.078125, -0.01116943359375, 0.828125, 1.1171875, 2.3125, 0.125, 2.421875, 3.203125, 4.5625, 1.0859375, 12.625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3hop1__104719_66733_33264,F3_other,"The country was plunged into chaos and civil war. The Russian Empire was in ruins. The Russian Revolution was just beginning.
The Russian Revolution was a series of revolutions that took place in Russia from 1917 to 1923. The first revolution was the October Revolution of 1917, which overthrew the Russian",False,Russia,"[""the Russian Provisional Government was established.""]",15,419,Russia,8,A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A,False,0,[45606],"[""Russia""]","[71575, 69248, 49330, 3945, 3631, 17734, 58395, 44775, 48632, 30558, 57965, 12344, 4464, 868, 3544, 419]","[-2.4375, -1.3359375, 0.216796875, 2.921875, 3.484375, 2.078125, -0.01116943359375, 0.828125, 1.1171875, 2.3125, 0.125, 2.421875, 3.203125, 4.5625, 1.0859375, 12.625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
221843,F3_other,"Ireland. The company is called 'EA Sports' and it is a subsidiary of the company 'Electronic Arts'. The company was founded in 1982 and is headquartered in Redwood City, California. The company has a total of 10,000 employees and is listed on the NASDAQ stock exchange. The company's",False,Electronic Arts,"[""United States of America""]",8,285,Arts,2,the the the the the the the the the the the the the the the the the the the the the the the the the the the the the of of of,False,0,"[90743, 17979]","[""Electronic"", ""Arts""]","[28962, 5836, 19768, 24009, 18832, 8683, 2153, 1206, 285, 659, 988, 7991, 18586, 1418, 5596, 4248]","[0.2060546875, 4.21875, 2.09375, 1.8125, 1.2734375, 2.296875, 4.03125, 4.625, 5.25, 4.1875, 4.1875, 2.46875, 1.5625, 4.21875, 0.054931640625, 9.0625]","[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
221843,F3_other,"Ireland. The company is called 'EA Sports' and it is a subsidiary of the company 'Electronic Arts'. The company was founded in 1982 and is headquartered in Redwood City, California. The company has a total of 10,000 employees and is listed on the NASDAQ stock exchange. The company's",False,Electronic Arts,"[""United States of America""]",8,285,Arts,4,the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,False,0,"[90743, 17979]","[""Electronic"", ""Arts""]","[28962, 5836, 19768, 24009, 18832, 8683, 2153, 1206, 285, 659, 988, 7991, 18586, 1418, 5596, 4248]","[0.2060546875, 4.21875, 2.09375, 1.8125, 1.2734375, 2.296875, 4.03125, 4.625, 5.25, 4.1875, 4.1875, 2.46875, 1.5625, 4.21875, 0.054931640625, 9.0625]","[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
221843,F3_other,"Ireland. The company is called 'EA Sports' and it is a subsidiary of the company 'Electronic Arts'. The company was founded in 1982 and is headquartered in Redwood City, California. The company has a total of 10,000 employees and is listed on the NASDAQ stock exchange. The company's",False,Electronic Arts,"[""United States of America""]",8,285,Arts,6,the the Ireland the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,False,0,"[90743, 17979]","[""Electronic"", ""Arts""]","[28962, 5836, 19768, 24009, 18832, 8683, 2153, 1206, 285, 659, 988, 7991, 18586, 1418, 5596, 4248]","[0.2060546875, 4.21875, 2.09375, 1.8125, 1.2734375, 2.296875, 4.03125, 4.625, 5.25, 4.1875, 4.1875, 2.46875, 1.5625, 4.21875, 0.054931640625, 9.0625]","[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
54175,F3_other,"as the author of the novel Frankenstein; or, The Modern Prometheus. The father of the author of the novel Frankenstein; or, The Modern Prometheus is named as the author of the novel Frankenstein; or, The Modern Prometheus.
The father of the author of the novel Frankenstein; or, The Modern Prometheus",False,Mary Shelley,"[""William Godwin""]",15,40,Shelley,2,as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as,False,0,"[42584, 91609]","[""Mary"", ""Shelley""]","[24256, 24522, 32180, 13605, 39083, 15950, 19118, 48359, 29441, 7198, 14968, 9614, 866, 646, 108, 40]","[1.015625, 2.09375, 1.921875, 2.40625, 0.53125, 1.984375, 2.078125, 0.042236328125, 1.515625, 2.8125, 2.53125, 1.8984375, 3.78125, 4.15625, 3.984375, 12.5]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
54175,F3_other,"as the author of the novel Frankenstein; or, The Modern Prometheus. The father of the author of the novel Frankenstein; or, The Modern Prometheus is named as the author of the novel Frankenstein; or, The Modern Prometheus.
The father of the author of the novel Frankenstein; or, The Modern Prometheus",False,Mary Shelley,"[""William Godwin""]",15,40,Shelley,4,as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as,False,0,"[42584, 91609]","[""Mary"", ""Shelley""]","[24256, 24522, 32180, 13605, 39083, 15950, 19118, 48359, 29441, 7198, 14968, 9614, 866, 646, 108, 40]","[1.015625, 2.09375, 1.921875, 2.40625, 0.53125, 1.984375, 2.078125, 0.042236328125, 1.515625, 2.8125, 2.53125, 1.8984375, 3.78125, 4.15625, 3.984375, 12.5]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
54175,F3_other,"as the author of the novel Frankenstein; or, The Modern Prometheus. The father of the author of the novel Frankenstein; or, The Modern Prometheus is named as the author of the novel Frankenstein; or, The Modern Prometheus.
The father of the author of the novel Frankenstein; or, The Modern Prometheus",False,Mary Shelley,"[""William Godwin""]",15,40,Shelley,6,as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as,False,0,"[42584, 91609]","[""Mary"", ""Shelley""]","[24256, 24522, 32180, 13605, 39083, 15950, 19118, 48359, 29441, 7198, 14968, 9614, 866, 646, 108, 40]","[1.015625, 2.09375, 1.921875, 2.40625, 0.53125, 1.984375, 2.078125, 0.042236328125, 1.515625, 2.8125, 2.53125, 1.8984375, 3.78125, 4.15625, 3.984375, 12.5]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
54175,F3_other,"as the author of the novel Frankenstein; or, The Modern Prometheus. The father of the author of the novel Frankenstein; or, The Modern Prometheus is named as the author of the novel Frankenstein; or, The Modern Prometheus.
The father of the author of the novel Frankenstein; or, The Modern Prometheus",False,Mary Shelley,"[""William Godwin""]",15,40,Shelley,8,as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as,False,0,"[42584, 91609]","[""Mary"", ""Shelley""]","[24256, 24522, 32180, 13605, 39083, 15950, 19118, 48359, 29441, 7198, 14968, 9614, 866, 646, 108, 40]","[1.015625, 2.09375, 1.921875, 2.40625, 0.53125, 1.984375, 2.078125, 0.042236328125, 1.515625, 2.8125, 2.53125, 1.8984375, 3.78125, 4.15625, 3.984375, 12.5]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
2hop__248941_83854,F3_other,What is the name of the country? What is the capital of the country? What is the name of the president of the country? What is the name of the country’s currency? What is the name of the country’s largest city? What is the name of the country’s largest river? What is the name of,False,Democratic Republic of the Congo,"[""1960""]",15,201,the,2,( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (,False,0,"[90999, 5545, 315, 279, 54932]","[""Democratic"", ""Republic"", ""of"", ""the"", ""Congo""]","[1071, 9868, 51404, 23398, 25224, 61446, 89253, 81654, 32495, 22011, 13985, 3327, 7472, 3939, 904, 201]","[2.828125, 1.7734375, 0.05322265625, 1.1484375, 1.0703125, 0.0712890625, -0.55078125, -0.064453125, 2.421875, 2.4375, 2.609375, 3.8125, 2.921875, 3.09375, 2.71875, 13.25]","[3, 1, 3, 3, 3, 1, 0, 4, 4, 0, 0, 0, 0, 0, 3, 3]"
2hop__248941_83854,F3_other,What is the name of the country? What is the capital of the country? What is the name of the president of the country? What is the name of the country’s currency? What is the name of the country’s largest city? What is the name of the country’s largest river? What is the name of,False,Democratic Republic of the Congo,"[""1960""]",15,201,the,4,( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (,False,0,"[90999, 5545, 315, 279, 54932]","[""Democratic"", ""Republic"", ""of"", ""the"", ""Congo""]","[1071, 9868, 51404, 23398, 25224, 61446, 89253, 81654, 32495, 22011, 13985, 3327, 7472, 3939, 904, 201]","[2.828125, 1.7734375, 0.05322265625, 1.1484375, 1.0703125, 0.0712890625, -0.55078125, -0.064453125, 2.421875, 2.4375, 2.609375, 3.8125, 2.921875, 3.09375, 2.71875, 13.25]","[3, 1, 3, 3, 3, 1, 0, 4, 4, 0, 0, 0, 0, 0, 3, 3]"
2hop__248941_83854,F3_other,What is the name of the country? What is the capital of the country? What is the name of the president of the country? What is the name of the country’s currency? What is the name of the country’s largest city? What is the name of the country’s largest river? What is the name of,False,Democratic Republic of the Congo,"[""1960""]",15,201,the,6,( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (,False,0,"[90999, 5545, 315, 279, 54932]","[""Democratic"", ""Republic"", ""of"", ""the"", ""Congo""]","[1071, 9868, 51404, 23398, 25224, 61446, 89253, 81654, 32495, 22011, 13985, 3327, 7472, 3939, 904, 201]","[2.828125, 1.7734375, 0.05322265625, 1.1484375, 1.0703125, 0.0712890625, -0.55078125, -0.064453125, 2.421875, 2.4375, 2.609375, 3.8125, 2.921875, 3.09375, 2.71875, 13.25]","[3, 1, 3, 3, 3, 1, 0, 4, 4, 0, 0, 0, 0, 0, 3, 3]"
2hop__248941_83854,F3_other,What is the name of the country? What is the capital of the country? What is the name of the president of the country? What is the name of the country’s currency? What is the name of the country’s largest city? What is the name of the country’s largest river? What is the name of,False,Democratic Republic of the Congo,"[""1960""]",15,201,the,8,( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( (,False,0,"[90999, 5545, 315, 279, 54932]","[""Democratic"", ""Republic"", ""of"", ""the"", ""Congo""]","[1071, 9868, 51404, 23398, 25224, 61446, 89253, 81654, 32495, 22011, 13985, 3327, 7472, 3939, 904, 201]","[2.828125, 1.7734375, 0.05322265625, 1.1484375, 1.0703125, 0.0712890625, -0.55078125, -0.064453125, 2.421875, 2.4375, 2.609375, 3.8125, 2.921875, 3.09375, 2.71875, 13.25]","[3, 1, 3, 3, 3, 1, 0, 4, 4, 0, 0, 0, 0, 0, 3, 3]"
91071,F3_other,the same name. The city is located in the south of the country and is the capital of the state of Lagos. The city is located on the coast of the Atlantic Ocean and is the largest city in the country. The city is also the largest city in the country and is the largest city in the country. The,False,Houston,"[""United States of America""]",15,18314,Houston,2,the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,False,0,[79894],"[""Houston""]","[72864, 62698, 108256, 123865, 123290, 89934, 98129, 95172, 124585, 111415, 114011, 109987, 80133, 40912, 31594, 18314]","[-1.7578125, 0.58984375, -2.078125, -3.625, -4.65625, -1.9140625, -2.140625, -1.8125, -5.03125, -3.71875, -3.421875, -2.796875, -1.09375, 0.83203125, -1.9375, 7.09375]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
91071,F3_other,the same name. The city is located in the south of the country and is the capital of the state of Lagos. The city is located on the coast of the Atlantic Ocean and is the largest city in the country. The city is also the largest city in the country and is the largest city in the country. The,False,Houston,"[""United States of America""]",15,18314,Houston,4,the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,False,0,[79894],"[""Houston""]","[72864, 62698, 108256, 123865, 123290, 89934, 98129, 95172, 124585, 111415, 114011, 109987, 80133, 40912, 31594, 18314]","[-1.7578125, 0.58984375, -2.078125, -3.625, -4.65625, -1.9140625, -2.140625, -1.8125, -5.03125, -3.71875, -3.421875, -2.796875, -1.09375, 0.83203125, -1.9375, 7.09375]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
91071,F3_other,the same name. The city is located in the south of the country and is the capital of the state of Lagos. The city is located on the coast of the Atlantic Ocean and is the largest city in the country. The city is also the largest city in the country and is the largest city in the country. The,False,Houston,"[""United States of America""]",15,18314,Houston,6,a a a the the the a the the the the the the the the the the the the the the the the the the the the the the the the the,False,0,[79894],"[""Houston""]","[72864, 62698, 108256, 123865, 123290, 89934, 98129, 95172, 124585, 111415, 114011, 109987, 80133, 40912, 31594, 18314]","[-1.7578125, 0.58984375, -2.078125, -3.625, -4.65625, -1.9140625, -2.140625, -1.8125, -5.03125, -3.71875, -3.421875, -2.796875, -1.09375, 0.83203125, -1.9375, 7.09375]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
91071,F3_other,the same name. The city is located in the south of the country and is the capital of the state of Lagos. The city is located on the coast of the Atlantic Ocean and is the largest city in the country. The city is also the largest city in the country and is the largest city in the country. The,False,Houston,"[""United States of America""]",15,18314,Houston,8,a a the the the a the the the the the the the the the the the the the the the the the the the the the the the the the the,False,0,[79894],"[""Houston""]","[72864, 62698, 108256, 123865, 123290, 89934, 98129, 95172, 124585, 111415, 114011, 109987, 80133, 40912, 31594, 18314]","[-1.7578125, 0.58984375, -2.078125, -3.625, -4.65625, -1.9140625, -2.140625, -1.8125, -5.03125, -3.71875, -3.421875, -2.796875, -1.09375, 0.83203125, -1.9375, 7.09375]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4hop1__131661_85073_830682_68600,F3_other,The answer is 2010. The album was released on the label of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the,False,Nevada,"[""August 16, 1977""]",15,6897,N,2,a a a a a a a a a a a a a a a a a  a a a a a      a a  a,False,0,"[45, 5230, 2649]","[""N"", ""ev"", ""ada""]","[7408, 61671, 66625, 57275, 98560, 99801, 55255, 69675, 69197, 18745, 18992, 19432, 9264, 24891, 18678, 6897]","[1.125, -0.7421875, -0.1533203125, 0.244140625, -1.5703125, -1.78125, 0.296875, -0.07275390625, 0.70703125, 2.96875, 2.3125, 2.421875, 2.828125, 0.921875, -1.234375, 8.75]","[0, 0, 1, 1, 1, 0, 0, 2, 1, 1, 1, 1, 1, 1, 0, 0]"
