row_id,label,baseline_label,baseline_recorded_answer,baseline_generated_answer,baseline_success,baseline_prob_max,baseline_prob_sum,injected_answer,injected_success,injected_prob_max,injected_prob_sum,prob_gain_pct,prob_gain_abs,intermediate_answer,final_answers_json,source_layer,target_layer,strength,improvement
2hop__33326_65517,F3_other,F3_other,"A. Irma B. Maria C. Harvey D. Jose
In 2017, what was the name of the hurricane that hit the territory which has been suggested as a new addition to the United States? A. Irma B. Maria C. Harvey D. Jose
In 2017, what was the name","A. Irma B. Maria C. Harvey D. Jose
In 2017, what was the name of the hurricane that hit the territory which has been",False,0.00019550323486328125,0.00019550323486328125,"(1)
In 2017, what was the name of the hurricane that hit the territory which has been suggested as a new addition to the United States?",False,0.0001506805419921875,0.0001506805419921875,-22.926829268292686,-4.482269287109375e-05,Puerto Rico,"[""Hurricane Maria""]",10,8,0.3,False
2hop__33326_65517,F3_other,F3_other,"A. Irma B. Maria C. Harvey D. Jose
In 2017, what was the name of the hurricane that hit the territory which has been suggested as a new addition to the United States? A. Irma B. Maria C. Harvey D. Jose
In 2017, what was the name","A. Irma B. Maria C. Harvey D. Jose
In 2017, what was the name of the hurricane that hit the territory which has been",False,0.00019550323486328125,0.00019550323486328125,"is a 2017 hurricane that hit the U.S. territory of Puerto Rico in the Caribbean. The hurricane was a Category 5 hurricane, the most powerful",False,4.696846008300781e-05,4.696846008300781e-05,-75.97560975609755,-0.00014853477478027344,Puerto Rico,"[""Hurricane Maria""]",10,8,0.5,False
3hop1__104719_66733_33264,F3_other,F3_other,"The country was plunged into chaos and civil war. The Russian Empire was in ruins. The Russian Revolution was just beginning.
The Russian Revolution was a series of revolutions that took place in Russia from 1917 to 1923. The first revolution was the October Revolution of 1917, which overthrew the Russian","The country was plunged into chaos and civil war. The Russian Empire was in ruins. The Russian Revolution was just beginning.
The Russian Revolution was a series of revolutions",False,1.7523765563964844e-05,1.7523765563964844e-05,"is a country that has been ruled by the same family for 100 years. The country is a member of the Commonwealth of Independent States, a country that has",False,3.9637088775634766e-06,3.9637088775634766e-06,-77.38095238095238,-1.3560056686401367e-05,Russia,"[""the Russian Provisional Government was established.""]",10,6,0.3,False
3hop1__104719_66733_33264,F3_other,F3_other,"The country was plunged into chaos and civil war. The Russian Empire was in ruins. The Russian Revolution was just beginning.
The Russian Revolution was a series of revolutions that took place in Russia from 1917 to 1923. The first revolution was the October Revolution of 1917, which overthrew the Russian","The country was plunged into chaos and civil war. The Russian Empire was in ruins. The Russian Revolution was just beginning.
The Russian Revolution was a series of revolutions",False,1.7523765563964844e-05,1.7523765563964844e-05,"'s
What happened when the person who ruled Oleg Bogayev's country during the first world war was removed from power's
What happened when the person",False,4.76837158203125e-07,4.76837158203125e-07,-97.27891156462584,-1.704692840576172e-05,Russia,"[""the Russian Provisional Government was established.""]",10,6,0.5,False
3hop1__104719_66733_33264,F3_other,F3_other,"The country was plunged into chaos and civil war. The Russian Empire was in ruins. The Russian Revolution was just beginning.
The Russian Revolution was a series of revolutions that took place in Russia from 1917 to 1923. The first revolution was the October Revolution of 1917, which overthrew the Russian","The country was plunged into chaos and civil war. The Russian Empire was in ruins. The Russian Revolution was just beginning.
The Russian Revolution was a series of revolutions",False,1.7523765563964844e-05,1.7523765563964844e-05,"and what is the current situation in the country?
The Russian government has been accused of using a new law to silence the opposition, and the country's opposition leader",False,5.662441253662109e-06,5.662441253662109e-06,-67.68707482993197,-1.1861324310302734e-05,Russia,"[""the Russian Provisional Government was established.""]",10,8,0.3,False
3hop1__104719_66733_33264,F3_other,F3_other,"The country was plunged into chaos and civil war. The Russian Empire was in ruins. The Russian Revolution was just beginning.
The Russian Revolution was a series of revolutions that took place in Russia from 1917 to 1923. The first revolution was the October Revolution of 1917, which overthrew the Russian","The country was plunged into chaos and civil war. The Russian Empire was in ruins. The Russian Revolution was just beginning.
The Russian Revolution was a series of revolutions",False,1.7523765563964844e-05,1.7523765563964844e-05,"'s
What happened when the person who ruled Oleg Bogayev's country during the first world war was removed from power's
Russia's President Vladimir Putin",False,8.158385753631592e-07,8.158385753631592e-07,-95.34438775510205,-1.6707926988601685e-05,Russia,"[""the Russian Provisional Government was established.""]",10,8,0.5,False
221843,F3_other,F3_other,"Ireland. The company is called 'EA Sports' and it is a subsidiary of the company 'Electronic Arts'. The company was founded in 1982 and is headquartered in Redwood City, California. The company has a total of 10,000 employees and is listed on the NASDAQ stock exchange. The company's",Ireland. The company is called 'EA Sports' and it is a subsidiary of the company 'Electronic Arts'. The company was founded in 1982 and is,False,3.6954879760742188e-06,3.6954879760742188e-06,", and the game is available for the Xbox One, PlayStation 4, and PC. The game is also available for the Nintendo Switch, and the game is",False,1.3262033462524414e-06,1.3262033462524414e-06,-64.11290322580645,-2.3692846298217773e-06,Electronic Arts,"[""United States of America""]",10,6,0.3,False
221843,F3_other,F3_other,"Ireland. The company is called 'EA Sports' and it is a subsidiary of the company 'Electronic Arts'. The company was founded in 1982 and is headquartered in Redwood City, California. The company has a total of 10,000 employees and is listed on the NASDAQ stock exchange. The company's",Ireland. The company is called 'EA Sports' and it is a subsidiary of the company 'Electronic Arts'. The company was founded in 1982 and is,False,3.6954879760742188e-06,3.6954879760742188e-06,(EA) Inc. (EA) Inc. (EA) Inc. (EA) Inc. (EA) Inc. (EA) Inc. (EA,False,2.2631138563156128e-07,2.2631138563156128e-07,-93.87600806451613,-3.4691765904426575e-06,Electronic Arts,"[""United States of America""]",10,6,0.5,False
221843,F3_other,F3_other,"Ireland. The company is called 'EA Sports' and it is a subsidiary of the company 'Electronic Arts'. The company was founded in 1982 and is headquartered in Redwood City, California. The company has a total of 10,000 employees and is listed on the NASDAQ stock exchange. The company's",Ireland. The company is called 'EA Sports' and it is a subsidiary of the company 'Electronic Arts'. The company was founded in 1982 and is,False,3.6954879760742188e-06,3.6954879760742188e-06,"israel. The company is located in the city of Tel Aviv, Israel. The company is a subsidiary of Electronic Arts Inc. The company is a subsidiary of",False,2.1904706954956055e-06,2.1904706954956055e-06,-40.725806451612904,-1.5050172805786133e-06,Electronic Arts,"[""United States of America""]",10,8,0.3,False
221843,F3_other,F3_other,"Ireland. The company is called 'EA Sports' and it is a subsidiary of the company 'Electronic Arts'. The company was founded in 1982 and is headquartered in Redwood City, California. The company has a total of 10,000 employees and is listed on the NASDAQ stock exchange. The company's",Ireland. The company is called 'EA Sports' and it is a subsidiary of the company 'Electronic Arts'. The company was founded in 1982 and is,False,3.6954879760742188e-06,3.6954879760742188e-06,(EA) Inc. (NASDAQ: EA) is a company that has been in the business of developing and publishing video games. The company has been in the,False,4.246830940246582e-07,4.246830940246582e-07,-88.50806451612904,-3.2708048820495605e-06,Electronic Arts,"[""United States of America""]",10,8,0.5,False
54175,F3_other,F3_other,"as the author of the novel Frankenstein; or, The Modern Prometheus. The father of the author of the novel Frankenstein; or, The Modern Prometheus is named as the author of the novel Frankenstein; or, The Modern Prometheus.
The father of the author of the novel Frankenstein; or, The Modern Prometheus",as William Godwin. He was a radical thinker and a political activist. He was a friend of the poet William Wordsworth and the philosopher Thomas Paine.,True,1.7881393432617188e-05,1.7881393432617188e-05,", and the author of the novel is also the author of the novel Frankenstein; or, The Modern Prometheus. The author of the novel Frankenstein; or",False,4.32133674621582e-06,4.32133674621582e-06,-75.83333333333333,-1.3560056686401367e-05,Mary Shelley,"[""William Godwin""]",10,6,0.3,False
54175,F3_other,F3_other,"as the author of the novel Frankenstein; or, The Modern Prometheus. The father of the author of the novel Frankenstein; or, The Modern Prometheus is named as the author of the novel Frankenstein; or, The Modern Prometheus.
The father of the author of the novel Frankenstein; or, The Modern Prometheus",as William Godwin. He was a radical thinker and a political activist. He was a friend of the poet William Wordsworth and the philosopher Thomas Paine.,True,1.7881393432617188e-05,1.7881393432617188e-05,"'s father, William Godwin, was a writer, philosopher, and political activist. He was the author of the novel Frankenstein; or, The Modern Prometheus",True,9.760260581970215e-07,9.760260581970215e-07,-94.54166666666667,-1.6905367374420166e-05,Mary Shelley,"[""William Godwin""]",10,6,0.5,False
54175,F3_other,F3_other,"as the author of the novel Frankenstein; or, The Modern Prometheus. The father of the author of the novel Frankenstein; or, The Modern Prometheus is named as the author of the novel Frankenstein; or, The Modern Prometheus.
The father of the author of the novel Frankenstein; or, The Modern Prometheus",as William Godwin. He was a radical thinker and a political activist. He was a friend of the poet William Wordsworth and the philosopher Thomas Paine.,True,1.7881393432617188e-05,1.7881393432617188e-05,"'s father of the author of the novel Frankenstein; or, The Modern Prometheus is a novel by Mary Shelley, published in 1818. The novel is",False,2.995133399963379e-06,2.995133399963379e-06,-83.25,-1.4886260032653809e-05,Mary Shelley,"[""William Godwin""]",10,8,0.3,False
54175,F3_other,F3_other,"as the author of the novel Frankenstein; or, The Modern Prometheus. The father of the author of the novel Frankenstein; or, The Modern Prometheus is named as the author of the novel Frankenstein; or, The Modern Prometheus.
The father of the author of the novel Frankenstein; or, The Modern Prometheus",as William Godwin. He was a radical thinker and a political activist. He was a friend of the poet William Wordsworth and the philosopher Thomas Paine.,True,1.7881393432617188e-05,1.7881393432617188e-05,"'s father' in the novel. The father of the author of the novel Frankenstein; or, The Modern Prometheus is the author's father. The father of",False,8.493661880493164e-07,8.493661880493164e-07,-95.25,-1.703202724456787e-05,Mary Shelley,"[""William Godwin""]",10,8,0.5,False
2hop__248941_83854,F3_other,F3_other,What is the name of the country? What is the capital of the country? What is the name of the president of the country? What is the name of the country’s currency? What is the name of the country’s largest city? What is the name of the country’s largest river? What is the name of,What is the name of the country? What is the capital of the country? What is the name of the president of the country? What is the name of,False,2.968311309814453e-05,2.968311309814453e-05,The country where Bweremana is located became independent in 1960. The country was named the Republic of Rwanda. The country was named the Republic,True,5.334615707397461e-06,5.334615707397461e-06,-82.0281124497992,-2.434849739074707e-05,Democratic Republic of the Congo,"[""1960""]",10,6,0.3,True
2hop__248941_83854,F3_other,F3_other,What is the name of the country? What is the capital of the country? What is the name of the president of the country? What is the name of the country’s currency? What is the name of the country’s largest city? What is the name of the country’s largest river? What is the name of,What is the name of the country? What is the capital of the country? What is the name of the president of the country? What is the name of,False,2.968311309814453e-05,2.968311309814453e-05,"(2010)
The country where Bweremana is located is a country that is located in the Democratic Republic of Congo. The country is located in the",False,4.202127456665039e-06,4.202127456665039e-06,-85.8433734939759,-2.5480985641479492e-05,Democratic Republic of the Congo,"[""1960""]",10,6,0.5,False
2hop__248941_83854,F3_other,F3_other,What is the name of the country? What is the capital of the country? What is the name of the president of the country? What is the name of the country’s currency? What is the name of the country’s largest city? What is the name of the country’s largest river? What is the name of,What is the name of the country? What is the capital of the country? What is the name of the president of the country? What is the name of,False,2.968311309814453e-05,2.968311309814453e-05,"(2010)
The country where Bweremana is located became independent in 1960. The country was formerly known as Zaire. The country was",True,8.165836334228516e-06,8.165836334228516e-06,-72.48995983935743,-2.1517276763916016e-05,Democratic Republic of the Congo,"[""1960""]",10,8,0.3,True
2hop__248941_83854,F3_other,F3_other,What is the name of the country? What is the capital of the country? What is the name of the president of the country? What is the name of the country’s currency? What is the name of the country’s largest city? What is the name of the country’s largest river? What is the name of,What is the name of the country? What is the capital of the country? What is the name of the president of the country? What is the name of,False,2.968311309814453e-05,2.968311309814453e-05,"(2010)
The country where Bweremana is located is the Democratic Republic of Congo (DRC) (2010)
The country where Bwer",False,4.470348358154297e-06,4.470348358154297e-06,-84.93975903614458,-2.5212764739990234e-05,Democratic Republic of the Congo,"[""1960""]",10,8,0.5,False
91071,F3_other,F3_other,the same name. The city is located in the south of the country and is the capital of the state of Lagos. The city is located on the coast of the Atlantic Ocean and is the largest city in the country. The city is also the largest city in the country and is the largest city in the country. The,the same name. The city is located in the south of the country and is the capital of the state of Lagos. The city is located on the coast of,False,2.682209014892578e-07,2.682209014892578e-07,", and the city where she was raised is in the state of, and the city where she was raised is in the country of, and the city where she",False,2.428889274597168e-06,2.428889274597168e-06,805.5555555555555,2.16066837310791e-06,Houston,"[""United States of America""]",10,6,0.3,False
91071,F3_other,F3_other,the same name. The city is located in the south of the country and is the capital of the state of Lagos. The city is located on the coast of the Atlantic Ocean and is the largest city in the country. The city is also the largest city in the country and is the largest city in the country. The,the same name. The city is located in the south of the country and is the capital of the state of Lagos. The city is located on the coast of,False,2.682209014892578e-07,2.682209014892578e-07,"’s, and the city where she was raised is in the state of Texas. The city where she was born is in the state of Texas, and the city",False,2.115964889526367e-06,2.115964889526367e-06,688.8888888888889,1.8477439880371094e-06,Houston,"[""United States of America""]",10,6,0.5,False
91071,F3_other,F3_other,the same name. The city is located in the south of the country and is the capital of the state of Lagos. The city is located on the coast of the Atlantic Ocean and is the largest city in the country. The city is also the largest city in the country and is the largest city in the country. The,the same name. The city is located in the south of the country and is the capital of the state of Lagos. The city is located on the coast of,False,2.682209014892578e-07,2.682209014892578e-07,", and the city where she was born is in the country where she was born. The city where she was born is in the country where she was born.",False,4.0531158447265625e-06,4.0531158447265625e-06,1411.111111111111,3.7848949432373047e-06,Houston,"[""United States of America""]",10,8,0.3,False
91071,F3_other,F3_other,the same name. The city is located in the south of the country and is the capital of the state of Lagos. The city is located on the coast of the Atlantic Ocean and is the largest city in the country. The city is also the largest city in the country and is the largest city in the country. The,the same name. The city is located in the south of the country and is the capital of the state of Lagos. The city is located on the coast of,False,2.682209014892578e-07,2.682209014892578e-07,"’s, and the city where she was born is in the city where she is now. The city where she was born is a city that is known for its",False,3.516674041748047e-06,3.516674041748047e-06,1211.111111111111,3.248453140258789e-06,Houston,"[""United States of America""]",10,8,0.5,False
4hop1__131661_85073_830682_68600,F3_other,F3_other,The answer is 2010. The album was released on the label of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the,The answer is 2010. The album was released on the label of the company of the company of the company of the company of the company of the company,False,2.5987625122070312e-05,2.5987625122070312e-05,"?
The Pyramid Lake Fault Zone is a major fault zone in the western United States. It is located in the Great Basin, and is the largest of the major",False,4.231929779052734e-06,4.231929779052734e-06,-83.71559633027523,-2.1755695343017578e-05,Nevada,"[""August 16, 1977""]",10,6,0.3,False
4hop1__131661_85073_830682_68600,F3_other,F3_other,The answer is 2010. The album was released on the label of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the,The answer is 2010. The album was released on the label of the company of the company of the company of the company of the company of the company,False,2.5987625122070312e-05,2.5987625122070312e-05,"'s first album, ""The Way Down"" was released in 1990. The album was released in 1990. The album was released in 199",False,1.4081597328186035e-06,1.4081597328186035e-06,-94.58142201834863,-2.457946538925171e-05,Nevada,"[""August 16, 1977""]",10,6,0.5,False
4hop1__131661_85073_830682_68600,F3_other,F3_other,The answer is 2010. The album was released on the label of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the,The answer is 2010. The album was released on the label of the company of the company of the company of the company of the company of the company,False,2.5987625122070312e-05,2.5987625122070312e-05,"2010
When was way down by the performer of Live in the large city southeastern of the US state having Pyramid Lake Fault Zone released?
When was way",False,7.927417755126953e-06,7.927417755126953e-06,-69.4954128440367,-1.806020736694336e-05,Nevada,"[""August 16, 1977""]",10,8,0.3,False
4hop1__131661_85073_830682_68600,F3_other,F3_other,The answer is 2010. The album was released on the label of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the company of the,The answer is 2010. The album was released on the label of the company of the company of the company of the company of the company of the company,False,2.5987625122070312e-05,2.5987625122070312e-05,"'s first album?
The first album of the band's was released in 2000.",False,3.591179847717285e-06,3.591179847717285e-06,-86.18119266055045,-2.2396445274353027e-05,Nevada,"[""August 16, 1977""]",10,8,0.5,False
403457,F3_other,F3_other,"as the new patron of the Royal Foundation of the Duke and Duchess of Sussex.
The Duke and Duchess of Sussex have announced that the mother of the Duke of Sussex, Samantha Markle, has been named as the new patron of the Royal Foundation of the Duke and Duchess of Sussex.
The Duke and Duchess of Sussex have announced","as the new patron of the Royal Foundation of the Duke and Duchess of Sussex.
The Duke and Duchess of Sussex have announced that the mother of the Duke of Sussex",False,1.823902130126953e-05,1.823902130126953e-05,", Meghan Markle, has been named as the new patron of the Royal Foundation.
The Duke and Duchess of Sussex have been named as the new patrons of the",False,1.4901161193847656e-06,1.4901161193847656e-06,-91.83006535947712,-1.6748905181884766e-05,"Meghan, Duchess of Sussex","[""Doria Ragland""]",10,6,0.3,False
403457,F3_other,F3_other,"as the new patron of the Royal Foundation of the Duke and Duchess of Sussex.
The Duke and Duchess of Sussex have announced that the mother of the Duke of Sussex, Samantha Markle, has been named as the new patron of the Royal Foundation of the Duke and Duchess of Sussex.
The Duke and Duchess of Sussex have announced","as the new patron of the Royal Foundation of the Duke and Duchess of Sussex.
The Duke and Duchess of Sussex have announced that the mother of the Duke of Sussex",False,1.823902130126953e-05,1.823902130126953e-05,", Meghan Markle, has been named as the new patron of the Royal Foundation, the charity founded by the Duke and Duchess of Sussex, has announced.
The",False,6.51925802230835e-07,6.51925802230835e-07,-96.42565359477125,-1.7587095499038696e-05,"Meghan, Duchess of Sussex","[""Doria Ragland""]",10,6,0.5,False
403457,F3_other,F3_other,"as the new patron of the Royal Foundation of the Duke and Duchess of Sussex.
The Duke and Duchess of Sussex have announced that the mother of the Duke of Sussex, Samantha Markle, has been named as the new patron of the Royal Foundation of the Duke and Duchess of Sussex.
The Duke and Duchess of Sussex have announced","as the new patron of the Royal Foundation of the Duke and Duchess of Sussex.
The Duke and Duchess of Sussex have announced that the mother of the Duke of Sussex",False,1.823902130126953e-05,1.823902130126953e-05,", Meghan Markle, has been named as the new Duchess of Sussex, the Queen has announced.
The Queen has made the announcement in a statement released on Monday",False,6.48200511932373e-07,6.48200511932373e-07,-96.44607843137256,-1.7590820789337158e-05,"Meghan, Duchess of Sussex","[""Doria Ragland""]",10,8,0.3,False
403457,F3_other,F3_other,"as the new patron of the Royal Foundation of the Duke and Duchess of Sussex.
The Duke and Duchess of Sussex have announced that the mother of the Duke of Sussex, Samantha Markle, has been named as the new patron of the Royal Foundation of the Duke and Duchess of Sussex.
The Duke and Duchess of Sussex have announced","as the new patron of the Royal Foundation of the Duke and Duchess of Sussex.
The Duke and Duchess of Sussex have announced that the mother of the Duke of Sussex",False,1.823902130126953e-05,1.823902130126953e-05,", has said, has said, has said, has said, has said, has said, has said, has said, has said, has said, has",False,2.682209014892578e-07,2.682209014892578e-07,-98.52941176470588,-1.7970800399780273e-05,"Meghan, Duchess of Sussex","[""Doria Ragland""]",10,8,0.5,False
